Id;LotFrontage;LotArea;MasVnrArea;BsmtFinSF1;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;GarageArea;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;MiscVal;SalePrice
888;59;16466;0;0;0;816;816;872;521;0;1393;300;121;0;0;0;265;0;0;135500
889;95;15865;0;351;823;1043;2217;2217;0;0;2217;621;81;207;0;0;224;0;0;268000
890;128;12160;90;1024;0;481;1505;1505;0;0;1505;505;0;0;0;162;0;0;0;149500
891;60;8064;0;0;0;672;672;672;252;0;924;576;0;0;0;0;0;0;2000;122900
892;70;11184;92;226;500;192;918;918;765;0;1683;440;243;0;0;0;0;0;0;172500
893;70;8414;0;663;0;396;1059;1068;0;0;1068;264;192;0;0;0;0;0;0;154500
894;NA;13284;0;1064;0;319;1383;1383;0;0;1383;354;511;116;0;0;0;0;0;165000
895;64;7018;0;0;0;0;0;1535;0;0;1535;400;0;0;0;0;0;0;0;118858
896;71;7056;415;400;0;380;780;983;813;0;1796;483;0;50;0;0;0;0;0;140000
897;50;8765;0;285;0;666;951;951;0;0;951;327;0;28;0;0;0;0;0;106500
898;64;7018;0;0;0;0;0;1120;1120;0;2240;528;154;0;0;0;0;0;0;142953
899;100;12919;760;2188;0;142;2330;2364;0;0;2364;820;0;67;0;0;0;0;0;611657
900;65;6993;0;465;0;447;912;1236;0;0;1236;288;0;0;0;0;0;0;0;135000
901;NA;7340;0;322;0;536;858;858;0;0;858;684;0;0;0;0;0;0;0;110000
902;64;8712;0;860;0;132;992;1306;0;0;1306;756;0;0;0;0;0;0;0;153000
903;63;7875;0;0;0;783;783;807;702;0;1509;393;0;75;0;0;0;0;0;180000
904;50;14859;27;0;0;1670;1670;1670;0;0;1670;690;144;60;0;0;0;0;0;240000
905;NA;6173;75;599;0;277;876;902;0;0;902;288;0;0;0;0;0;0;0;125500
906;80;9920;110;354;290;412;1056;1063;0;0;1063;280;0;0;164;0;0;0;0;128000
907;116;13501;208;63;0;1560;1623;1636;0;0;1636;865;0;60;0;0;0;0;0;255000
908;86;11500;0;223;0;794;1017;1020;1037;0;2057;180;0;0;0;0;322;0;0;250000
909;NA;8885;0;301;324;239;864;902;0;0;902;484;164;0;0;0;0;0;0;131000
910;149;12589;0;0;0;742;742;742;742;0;1484;390;36;24;0;0;0;0;0;174000
911;80;11600;361;443;0;662;1105;1105;1169;0;2274;480;0;0;0;0;0;0;0;154300
912;NA;9286;0;196;0;1072;1268;1268;0;0;1268;252;173;0;0;0;0;0;0;143500
913;51;6120;0;489;0;279;768;1015;0;0;1015;450;0;0;112;0;120;0;620;88000
914;82;6270;0;284;0;717;1001;1001;1001;0;2002;871;0;0;0;0;0;0;0;145000
915;30;3000;76;294;0;318;612;612;612;0;1224;528;0;234;0;0;0;0;0;173733
916;21;2001;80;0;0;546;546;546;546;0;1092;286;0;0;0;0;0;0;0;75000
917;50;9000;0;50;0;430;480;480;0;0;480;308;0;0;0;0;0;0;0;35311
918;NA;17140;0;1059;0;75;1134;1229;0;0;1229;284;0;0;0;0;0;0;0;135000
919;103;13125;0;48;634;422;1104;912;1215;0;2127;833;72;192;224;0;0;0;0;238000
920;87;11029;0;528;411;245;1184;1414;0;0;1414;601;0;51;0;0;190;0;0;176500
921;70;8462;105;814;0;114;928;936;785;0;1721;471;300;87;0;0;0;0;0;201000
922;67;8777;0;1084;0;188;1272;1272;928;0;2200;0;0;70;0;0;0;0;0;145900
923;65;10237;0;28;0;1288;1316;1316;0;0;1316;397;100;0;0;23;0;0;0;169990
924;50;8012;0;165;841;598;1604;1617;0;0;1617;533;0;69;0;0;0;0;0;193000
925;79;10240;157;625;1061;0;1686;1686;0;0;1686;612;384;131;0;0;0;0;0;207500
926;NA;15611;0;767;93;266;1126;1126;0;0;1126;540;180;0;0;0;0;0;0;175000
927;93;11999;340;0;0;1181;1181;1234;1140;0;2374;656;104;100;0;0;0;0;0;285000
928;NA;9900;342;552;0;280;832;1098;880;0;1978;486;0;43;0;0;0;0;0;176000
929;NA;11838;0;0;0;1753;1753;1788;0;0;1788;522;202;151;0;0;0;0;0;236500
930;NA;13006;285;0;0;964;964;993;1243;0;2236;642;0;0;0;0;0;0;0;222000
931;73;8925;0;16;0;1450;1466;1466;0;0;1466;610;100;18;0;0;0;0;0;201000
932;70;9100;0;338;466;121;925;925;0;0;925;429;0;0;0;0;0;0;0;117500
933;84;11670;302;0;0;1905;1905;1905;0;0;1905;788;0;191;0;0;0;0;0;320000
934;63;8487;210;20;0;1480;1500;1500;0;0;1500;570;192;36;0;0;0;0;0;190000
935;313;27650;0;425;0;160;585;2069;0;0;2069;505;0;0;0;0;0;0;0;242000
936;52;5825;108;0;0;600;600;747;0;0;747;528;0;0;32;0;0;0;0;79900
937;67;10083;NA;833;0;343;1176;1200;0;0;1200;555;0;41;0;0;0;0;0;184900
938;75;9675;0;341;0;772;1113;1113;858;0;1971;689;0;48;0;0;0;0;0;253000
939;73;8760;0;464;0;927;1391;1391;571;0;1962;868;0;90;0;0;0;0;0;239799
940;NA;24090;0;0;0;1032;1032;1207;1196;0;2403;349;56;0;318;0;0;0;0;244400
941;55;12640;0;936;396;396;1728;1728;0;0;1728;574;40;0;0;0;0;0;0;150900
942;NA;8755;298;772;0;220;992;1022;1038;0;2060;390;0;0;0;168;0;0;0;214000
943;42;7711;0;1440;0;0;1440;1440;0;0;1440;0;321;0;0;0;0;0;0;150000
944;100;25000;0;0;0;1632;1632;1632;0;0;1632;576;0;0;0;0;0;0;0;143000
945;NA;14375;541;111;354;354;819;1344;0;0;1344;525;0;118;0;0;233;0;0;137500
946;98;8820;0;1088;0;0;1088;1188;561;120;1869;456;48;0;244;0;0;0;0;124900
947;70;8163;128;748;294;102;1144;1144;0;0;1144;796;86;0;0;0;0;0;0;143000
948;85;14536;236;1300;0;316;1616;1629;0;0;1629;808;0;252;0;0;0;0;0;270000
949;65;14006;144;0;0;936;936;936;840;0;1776;474;144;96;0;0;0;0;0;192500
950;78;9360;0;982;0;179;1161;1381;0;0;1381;676;0;0;0;0;0;0;0;197500
951;60;7200;0;398;149;317;864;864;0;0;864;720;194;0;0;0;0;0;0;129000
952;60;7800;0;641;0;187;828;965;0;0;965;300;421;0;0;0;0;0;0;119900
953;60;7200;0;660;0;108;768;768;0;0;768;396;192;0;0;0;0;0;0;133900
954;NA;11075;232;562;193;29;784;1168;800;0;1968;530;305;189;0;0;0;0;400;172000
955;35;9400;250;945;0;0;945;980;0;0;980;0;0;0;0;0;0;0;0;127500
956;82;7136;423;484;0;495;979;979;979;0;1958;492;0;0;0;0;0;0;0;145000
957;24;1300;0;285;0;276;561;561;668;0;1229;462;150;0;0;0;0;0;0;124000
958;70;7420;0;417;0;640;1057;1057;0;0;1057;576;0;0;0;0;0;0;0;132000
959;65;8450;0;699;0;638;1337;1337;0;0;1337;531;0;39;0;0;0;0;0;185000
960;24;2572;0;604;0;92;696;696;720;0;1416;484;0;44;0;0;0;0;0;155000
961;50;7207;0;696;0;162;858;858;0;0;858;0;117;0;0;0;0;0;0;116500
962;NA;12227;424;896;0;434;1330;1542;1330;0;2872;619;550;282;0;0;0;0;0;272000
963;24;2308;0;556;0;248;804;804;744;0;1548;440;48;0;0;0;0;0;0;155000
964;122;11923;0;0;0;1800;1800;1800;0;0;1800;702;288;136;0;0;0;0;0;239000
965;80;11316;44;624;0;193;817;824;1070;0;1894;510;0;40;0;0;0;0;0;214900
966;65;10237;0;0;0;783;783;783;701;0;1484;393;0;72;0;0;0;0;0;178900
967;130;9600;0;428;0;300;728;976;332;0;1308;256;0;70;0;0;0;0;0;160000
968;NA;7390;151;902;0;196;1098;1098;0;0;1098;260;0;0;0;0;0;0;0;135000
969;50;5925;0;0;0;600;600;600;368;0;968;0;0;0;0;0;0;0;0;37900
970;75;10382;105;513;0;75;588;1095;0;0;1095;264;0;0;0;0;0;0;0;140000
971;60;10800;0;0;0;720;720;720;472;0;1192;0;0;0;0;0;0;0;0;135000
972;36;2268;106;567;0;197;764;764;862;0;1626;474;0;27;0;0;0;0;0;173000
973;55;7892;0;0;0;918;918;918;0;0;918;264;28;0;0;0;0;0;0;99500
974;95;11639;NA;0;0;1428;1428;1428;0;0;1428;480;0;120;0;0;0;0;0;182000
975;60;11414;0;0;0;728;728;1136;883;0;2019;532;509;135;0;0;0;0;0;167500
976;NA;2651;0;641;0;32;673;673;709;0;1382;490;153;50;0;0;0;0;0;165000
977;51;5900;0;0;0;440;440;869;0;0;869;0;0;0;0;0;0;0;0;85500
978;35;4274;NA;1106;0;135;1241;1241;0;0;1241;569;0;116;0;0;0;0;0;199900
979;68;9450;0;552;0;342;894;894;0;0;894;400;0;0;0;0;0;0;0;110000
980;80;8816;0;651;0;470;1121;1121;0;0;1121;480;0;80;0;0;0;0;0;139000
981;NA;12122;210;867;0;77;944;999;0;0;999;588;144;76;0;0;0;0;0;178400
982;98;12203;975;854;0;371;1225;1276;1336;0;2612;676;250;0;0;0;0;0;0;336000
983;43;3182;16;0;0;1266;1266;1266;0;0;1266;388;100;16;0;0;0;0;0;159895
984;NA;11250;0;0;0;1128;1128;1149;1141;0;2290;779;0;0;0;0;0;0;0;255900
985;75;10125;0;0;0;0;0;1302;432;0;1734;539;0;0;0;0;0;0;0;126000
986;68;10880;0;1040;0;124;1164;1164;0;0;1164;240;0;48;0;0;0;0;0;125000
987;59;5310;0;0;0;485;485;1001;634;0;1635;255;394;0;0;0;0;0;0;117000
988;83;10159;450;1646;0;284;1930;1940;0;0;1940;606;168;95;0;0;0;0;0;395192
989;NA;12046;298;156;0;692;848;1118;912;0;2030;551;0;224;0;0;0;0;0;195000
990;65;8125;0;0;0;770;770;778;798;0;1576;614;0;50;0;0;0;0;0;197000
991;82;9452;423;1074;0;322;1396;1407;985;0;2392;870;0;70;0;0;0;0;0;348000
992;121;17671;0;216;0;700;916;916;826;0;1742;424;0;169;0;0;0;0;0;168000
993;80;9760;340;536;117;169;822;1020;831;0;1851;440;239;42;0;0;0;0;0;187000
994;68;8846;0;0;0;750;750;750;750;0;1500;564;0;35;0;0;0;0;0;173900
995;96;12456;230;1172;0;528;1700;1718;0;0;1718;786;216;48;0;0;0;0;0;337500
996;51;4712;0;384;0;363;747;774;456;0;1230;305;0;57;0;0;63;0;0;121600
997;NA;10659;0;915;0;135;1050;1050;0;0;1050;368;0;319;0;0;0;0;0;136500
998;NA;11717;571;0;0;1442;1442;1442;0;0;1442;615;371;0;0;0;0;0;0;185000
999;60;9786;0;0;0;1007;1007;1077;0;0;1077;210;0;100;48;0;0;0;0;91000
1000;64;6762;24;686;0;501;1187;1208;0;0;1208;632;105;61;0;0;0;0;0;206000
1001;74;10206;0;0;0;0;0;944;0;0;944;528;0;0;0;0;0;0;0;82000
1002;60;5400;0;0;0;691;691;691;0;0;691;216;0;20;94;0;0;0;0;86000
1003;75;11957;53;24;0;1550;1574;1574;0;0;1574;824;144;104;0;0;0;0;0;232000
1004;NA;11500;164;0;0;1680;1680;1680;0;0;1680;528;0;0;0;0;0;0;0;136905
1005;43;3182;16;16;0;1330;1346;1504;0;0;1504;457;156;0;0;0;0;0;0;181000
1006;65;8385;220;595;0;390;985;985;0;0;985;328;210;0;0;0;0;0;0;149900
1007;NA;12155;0;1237;0;420;1657;1657;0;0;1657;484;0;0;0;0;147;0;0;163500
1008;21;2217;0;273;273;0;546;546;546;0;1092;286;238;0;0;0;0;0;0;88000
1009;43;12118;108;0;0;1710;1710;1710;0;0;1710;550;100;48;0;0;180;0;0;240000
1010;60;6000;0;0;0;1008;1008;1008;0;514;1522;0;0;0;138;0;0;0;0;102000
1011;115;21286;0;0;0;720;720;720;551;0;1271;312;0;0;108;0;0;0;0;135000
1012;75;9825;0;0;0;0;0;1664;0;0;1664;0;0;0;0;0;0;0;0;100000
1013;55;10592;0;0;0;602;602;900;602;0;1502;180;96;0;112;0;53;0;0;165000
1014;60;7200;0;247;465;310;1022;1022;0;0;1022;280;0;30;226;0;0;0;0;85000
1015;60;11664;206;336;0;746;1082;1082;0;0;1082;240;0;130;0;0;0;0;0;119200
1016;70;8400;0;643;0;167;810;810;855;0;1665;528;0;45;0;0;0;0;0;227000
1017;73;11883;196;690;0;814;1504;1504;0;0;1504;478;115;66;0;0;0;0;0;203000
1018;NA;5814;0;1036;0;184;1220;1360;0;0;1360;565;63;0;0;0;0;0;0;187500
1019;NA;10784;76;0;0;384;384;802;670;0;1472;402;164;0;0;0;0;0;0;160000
1020;43;3013;145;16;0;1346;1362;1506;0;0;1506;440;142;20;0;0;0;0;0;213490
1021;60;7024;0;1024;0;108;1132;1132;0;0;1132;451;252;64;0;0;0;0;0;176000
1022;64;7406;84;684;0;515;1199;1220;0;0;1220;632;105;54;0;0;0;0;0;194000
1023;52;9439;0;324;0;588;912;912;336;0;1248;160;0;0;192;0;0;0;0;87000
1024;43;3182;14;16;0;1330;1346;1504;0;0;1504;437;156;20;0;0;0;0;0;191000
1025;NA;15498;0;1165;400;0;1565;2898;0;0;2898;665;0;72;174;0;0;0;0;287000
1026;70;7700;0;138;468;276;882;882;0;0;882;461;96;0;0;0;0;0;0;112500
1027;73;9300;324;697;0;571;1268;1264;0;0;1264;461;0;0;0;0;143;0;0;167500
1028;71;9520;338;1513;0;125;1638;1646;0;0;1646;800;192;44;0;0;0;0;0;293077
1029;79;9492;0;368;41;359;768;968;408;0;1376;240;0;0;0;0;0;0;0;105000
1030;21;1680;281;317;0;355;672;672;546;0;1218;264;0;28;0;0;0;0;0;118000
1031;NA;7082;0;0;0;686;686;948;980;0;1928;0;0;0;228;0;0;0;0;160000
1032;102;15863;0;523;0;301;824;1687;998;397;3082;672;136;63;0;0;0;0;0;197000
1033;NA;14541;0;1012;0;326;1338;1352;1168;0;2520;796;209;55;0;0;0;0;0;310000
1034;NA;8125;295;986;0;668;1654;1654;0;0;1654;900;0;136;0;0;0;0;0;230000
1035;50;6305;0;0;0;920;920;954;0;0;954;240;0;0;0;0;0;0;0;119750
1036;NA;11500;0;0;0;0;0;845;0;0;845;290;186;0;0;0;0;0;0;84000
1037;89;12898;70;1022;0;598;1620;1620;0;0;1620;912;228;0;0;0;0;0;0;315500
1038;NA;9240;396;0;0;1055;1055;1055;1208;0;2263;905;0;45;0;0;189;0;0;287000
1039;21;1533;0;0;0;546;546;798;546;0;1344;0;0;0;0;0;0;0;0;97000
1040;21;1477;0;509;0;121;630;630;0;0;630;286;0;0;0;0;0;0;0;80000
1041;88;13125;67;168;682;284;1134;1803;0;0;1803;484;0;0;0;0;0;0;0;155000
1042;NA;9130;252;400;64;336;800;800;832;0;1632;484;0;40;0;0;0;0;0;173000
1043;34;5381;135;900;0;406;1306;1306;0;0;1306;624;170;63;0;0;0;0;0;196000
1044;86;11839;99;1085;0;390;1475;1532;797;0;2329;514;192;121;0;0;0;0;0;262280
1045;80;9600;0;1104;0;1420;2524;2524;0;0;2524;542;474;120;0;0;0;0;0;278000
1046;NA;13680;0;0;0;0;0;1733;0;0;1733;452;0;0;0;0;0;0;0;139600
1047;85;16056;208;240;0;1752;1992;1992;876;0;2868;716;214;108;0;0;0;0;0;556581
1048;57;9245;0;686;0;304;990;990;0;0;990;672;0;0;0;0;0;0;0;145000
1049;100;21750;75;0;0;0;0;1771;0;0;1771;336;0;0;0;0;0;0;0;115000
1050;60;11100;0;0;0;0;0;930;0;0;930;308;0;0;0;0;0;0;0;84900
1051;73;8993;0;0;0;1302;1302;1302;0;0;1302;436;0;22;0;0;0;0;0;176485
1052;103;11175;0;0;0;1316;1316;1316;0;0;1316;440;0;20;0;0;0;0;0;200141
1053;100;9500;272;442;0;374;816;1127;850;0;1977;540;0;52;0;0;0;0;0;165000
1054;68;8562;145;383;0;833;1216;1526;0;0;1526;364;116;78;0;0;0;0;0;144500
1055;90;11367;210;932;0;133;1065;1091;898;0;1989;586;199;60;0;0;0;0;0;255000
1056;104;11361;160;644;0;549;1193;1523;0;0;1523;478;0;0;0;0;189;0;0;180000
1057;43;7052;240;659;0;705;1364;1364;0;0;1364;484;192;36;0;0;0;0;0;185850
1058;NA;29959;0;595;0;378;973;979;871;0;1850;467;168;98;0;0;0;0;0;248000
1059;96;11308;154;936;0;168;1104;1130;1054;0;2184;836;0;102;0;0;0;0;0;335000
1060;NA;11275;480;297;557;0;854;1096;895;0;1991;432;0;0;19;0;0;0;0;220000
1061;41;4920;0;616;0;722;1338;1338;0;0;1338;582;0;0;170;0;0;0;0;213500
1062;120;18000;0;0;0;894;894;894;0;0;894;1248;0;20;0;0;0;0;560;81000
1063;85;13600;0;0;0;662;662;1422;915;0;2337;560;0;57;0;0;0;0;0;90000
1064;50;6000;0;397;0;706;1103;1103;0;0;1103;440;166;120;0;0;0;0;0;110500
1065;NA;11000;200;740;230;184;1154;1154;0;0;1154;480;0;58;0;0;0;0;0;154000
1066;80;14000;0;1201;0;105;1306;1306;954;0;2260;533;296;44;0;0;0;0;0;328000
1067;59;7837;0;0;0;799;799;799;772;0;1571;380;0;40;0;0;0;0;0;178000
1068;80;9760;360;674;106;0;780;798;813;0;1611;442;328;128;0;0;189;0;0;167900
1069;42;3964;0;837;0;105;942;1291;1230;0;2521;576;728;20;0;0;0;0;0;151400
1070;60;9600;0;220;0;625;845;893;0;0;893;576;0;0;0;0;0;0;0;135000
1071;72;10152;120;586;0;462;1048;1048;0;0;1048;286;0;20;0;0;192;0;0;135000
1072;78;11700;0;298;0;429;727;829;727;0;1556;441;0;0;0;0;0;0;0;154000
1073;50;7585;0;0;0;810;810;1002;454;0;1456;280;0;0;0;0;0;0;0;91500
1074;75;7950;140;535;0;155;690;698;728;0;1426;440;252;0;0;0;0;0;0;159500
1075;74;8556;0;0;0;1240;1240;1240;0;0;1240;826;140;93;0;0;0;0;0;194000
1076;75;13125;0;410;0;390;800;960;780;0;1740;240;0;0;0;0;0;0;0;219500
1077;60;10800;0;626;0;170;796;1096;370;0;1466;566;436;21;0;0;0;0;500;170000
1078;NA;15870;0;75;791;230;1096;1096;0;0;1096;299;240;32;0;0;0;0;0;138800
1079;37;4435;169;662;0;186;848;848;0;0;848;420;140;0;0;0;0;0;0;155900
1080;65;8775;0;495;0;495;990;990;0;0;990;299;0;64;0;0;0;0;0;126000
1081;80;11040;144;656;0;602;1258;1258;0;0;1258;528;55;0;0;216;0;0;0;145000
1082;75;7500;0;824;0;216;1040;1040;0;0;1040;308;0;0;220;0;0;0;0;133000
1083;70;8749;100;0;0;1459;1459;1459;0;0;1459;527;192;39;0;0;0;0;0;192000
1084;80;8800;425;553;0;698;1251;1251;0;0;1251;461;0;116;0;0;0;0;700;160000
1085;NA;13031;0;592;0;99;691;691;807;0;1498;409;315;44;0;0;0;0;0;187500
1086;73;9069;0;747;0;189;936;996;0;0;996;564;120;0;0;0;0;0;0;147000
1087;NA;1974;0;334;0;212;546;546;546;0;1092;286;120;96;0;0;0;0;0;83500
1088;85;10574;0;0;0;1082;1082;1082;871;0;1953;1043;160;50;0;0;0;0;0;252000
1089;24;2522;50;0;0;970;970;970;739;0;1709;380;0;40;0;0;0;0;0;137500
1090;37;3316;0;1039;0;208;1247;1247;0;0;1247;550;0;84;0;0;0;0;0;197000
1091;60;8544;0;0;0;0;0;1040;0;0;1040;400;0;0;0;0;0;0;0;92900
1092;24;2160;212;510;0;90;600;624;628;0;1252;462;0;48;0;0;0;0;0;160000
1093;60;8400;0;423;0;758;1181;1390;304;0;1694;576;342;0;128;0;0;0;0;136500
1094;71;9230;166;661;0;203;864;1200;0;0;1200;884;0;64;0;0;0;0;0;146000
1095;74;5868;0;248;240;448;936;936;0;0;936;308;0;0;80;0;160;0;0;129000
1096;78;9317;0;24;0;1290;1314;1314;0;0;1314;440;0;22;0;0;0;0;0;176432
1097;60;6882;0;0;0;684;684;773;582;0;1355;0;136;0;115;0;0;0;0;127000
1098;NA;3696;0;0;0;1074;1074;1088;0;0;1088;461;0;74;137;0;0;0;0;170000
1099;50;6000;0;672;0;0;672;757;567;0;1324;240;0;0;0;0;0;0;0;128000
1100;82;11880;206;704;0;567;1271;1601;0;0;1601;478;0;0;0;0;0;0;0;157000
1101;60;8400;0;290;0;0;290;438;0;0;438;246;0;0;0;0;0;0;0;60000
1102;61;9758;0;412;287;251;950;950;0;0;950;280;0;0;0;0;0;0;0;119500
1103;70;7000;45;588;0;422;1010;1134;0;0;1134;254;0;16;0;0;0;0;0;135000
1104;79;8910;0;655;0;0;655;1194;0;0;1194;539;0;0;192;0;0;0;0;159500
1105;24;2016;304;0;0;630;630;630;672;0;1302;440;0;0;0;0;0;0;0;106000
1106;98;12256;362;1032;0;431;1463;1500;1122;0;2622;712;186;32;0;0;0;0;0;325000
1107;114;10357;0;738;0;172;910;1442;0;0;1442;719;0;244;0;0;0;0;0;179900
1108;168;23257;0;0;0;868;868;887;1134;0;2021;422;0;100;0;0;0;0;0;274725
1109;NA;8063;0;0;0;924;924;948;742;0;1690;463;100;48;0;0;0;0;0;181000
1110;107;11362;42;1039;0;797;1836;1836;0;0;1836;862;125;185;0;0;0;0;0;280000
1111;NA;8000;0;219;0;554;773;773;885;0;1658;431;224;84;0;0;0;0;0;188000
1112;80;10480;660;403;0;400;803;1098;866;0;1964;483;0;69;0;0;0;0;0;205000
1113;73;7100;0;708;0;108;816;816;0;0;816;308;0;0;0;0;0;0;0;129900
1114;66;8923;0;643;0;365;1008;1008;0;0;1008;240;0;18;0;0;0;0;0;134500
1115;90;5400;0;415;0;418;833;833;0;0;833;326;0;0;0;0;0;0;0;117000
1116;93;12085;328;1004;0;730;1734;1734;0;0;1734;928;0;0;0;0;0;0;0;318000
1117;NA;7750;0;353;0;55;408;779;640;0;1419;527;120;0;0;0;0;0;0;184100
1118;57;9764;0;702;0;192;894;894;0;0;894;450;0;0;0;0;0;0;0;130000
1119;85;13825;0;0;0;533;533;1021;580;0;1601;300;280;34;0;0;0;0;0;140000
1120;70;7560;0;369;0;671;1040;1040;0;0;1040;286;140;0;252;0;0;0;0;133700
1121;59;8263;0;0;0;1012;1012;1012;0;0;1012;308;0;22;112;0;0;0;0;118400
1122;84;10084;196;24;0;1528;1552;1552;0;0;1552;782;144;20;0;0;0;0;0;212900
1123;NA;8926;0;0;0;672;672;960;0;0;960;288;64;0;0;0;160;0;0;112000
1124;50;9405;0;0;0;698;698;698;0;0;698;0;0;200;0;0;0;0;0;118000
1125;NA;9125;170;0;0;384;384;812;670;0;1482;392;100;25;0;0;0;0;0;163900
1126;60;10434;0;0;0;1005;1005;1005;0;0;1005;672;0;0;0;0;0;0;0;115000
1127;53;3684;130;0;0;1373;1373;1555;0;0;1555;660;143;20;0;0;0;0;0;174000
1128;182;14572;0;1300;0;230;1530;1530;0;0;1530;630;144;36;0;0;0;0;0;259000
1129;59;11796;0;0;0;847;847;847;1112;0;1959;434;100;48;0;0;0;0;0;215000
1130;60;7200;180;936;0;0;936;936;0;0;936;672;49;0;0;0;0;0;0;140000
1131;65;7804;0;622;0;500;1122;1328;653;0;1981;576;431;44;0;0;0;0;0;135000
1132;63;10712;0;212;0;762;974;974;0;0;974;0;0;28;0;0;0;0;0;93500
1133;90;9900;0;0;0;1008;1008;1178;1032;0;2210;205;0;48;0;0;0;0;0;117500
1134;80;9828;0;584;0;544;1128;1142;878;0;2020;466;0;155;0;0;0;0;0;239500
1135;57;8773;0;0;0;916;916;916;684;0;1600;460;100;38;0;0;0;0;0;169000
1136;60;6180;0;0;0;960;960;986;0;0;986;180;0;128;0;0;0;0;0;102000
1137;80;9600;0;280;0;752;1032;1032;220;0;1252;288;0;0;96;0;0;0;0;119000
1138;54;6342;0;0;0;780;780;780;240;0;1020;0;0;0;176;0;0;0;0;94000
1139;NA;9819;0;1567;0;0;1567;1567;0;0;1567;714;264;32;0;0;0;0;0;196000
1140;98;8731;0;645;0;270;915;1167;0;0;1167;495;0;0;216;0;126;0;0;144000
1141;60;7350;0;852;0;100;952;952;0;0;952;840;0;0;0;0;0;0;0;139000
1142;NA;10304;44;381;0;399;780;1088;780;0;1868;484;448;96;0;0;0;0;0;197500
1143;77;9965;340;1150;0;316;1466;1466;1362;0;2828;1052;125;144;0;0;0;0;0;424870
1144;NA;9000;0;288;0;718;1006;1006;0;0;1006;0;0;24;0;0;0;0;0;80000
1145;60;12180;0;348;0;324;672;672;252;0;924;280;0;0;0;0;0;0;0;80000
1146;52;6240;0;0;0;1042;1042;1042;534;0;1576;225;0;0;0;0;0;0;0;149000
1147;NA;11200;85;1258;0;40;1298;1298;0;0;1298;403;165;26;0;0;0;0;0;180000
1148;75;12000;0;275;0;429;704;860;704;0;1564;234;0;0;0;0;0;0;0;174500
1149;NA;5700;0;0;0;572;572;572;539;0;1111;288;0;0;176;0;0;0;0;116900
1150;50;9000;0;624;0;26;650;832;650;0;1482;324;0;0;0;0;0;0;0;143000
1151;57;8280;0;0;0;932;932;932;0;0;932;306;0;0;214;0;0;0;0;124000
1152;134;17755;132;176;0;1290;1466;1466;0;0;1466;528;0;140;0;0;100;0;0;149900
1153;90;14115;0;296;547;230;1073;1811;0;0;1811;470;0;0;280;0;0;0;0;230000
1154;NA;5890;0;538;0;278;816;816;0;0;816;432;0;0;96;0;0;0;0;120500
1155;NA;13700;288;454;0;410;864;902;918;0;1820;492;60;84;0;0;273;0;0;201800
1156;90;10768;0;1157;0;280;1437;1437;0;0;1437;528;0;21;0;0;180;0;0;218000
1157;85;9350;0;633;0;586;1219;1265;0;0;1265;502;0;92;0;96;0;0;0;179900
1158;34;5001;166;904;0;410;1314;1314;0;0;1314;626;172;62;0;0;0;0;0;230000
1159;92;11932;186;0;0;1580;1580;1580;0;0;1580;830;0;24;0;0;0;0;0;235128
1160;76;9120;270;442;0;459;901;943;933;0;1876;540;0;69;0;0;0;0;0;185000
1161;24;2280;0;311;0;544;855;855;601;0;1456;440;26;0;0;0;0;0;0;146000
1162;NA;14778;72;728;0;568;1296;1640;0;0;1640;924;108;0;0;216;0;0;0;224000
1163;109;8724;0;492;0;402;894;894;0;0;894;450;0;0;0;0;0;0;0;129000
1164;60;12900;0;1198;0;0;1198;1258;0;0;1258;400;120;0;0;0;0;0;0;108959
1165;NA;16157;0;680;391;289;1360;1432;0;0;1432;588;168;180;0;0;0;0;0;194000
1166;79;9541;268;0;0;1502;1502;1502;0;0;1502;644;0;114;0;0;0;0;0;233170
1167;64;10475;72;0;0;1694;1694;1694;0;0;1694;776;160;33;0;0;0;0;0;245350
1168;58;10852;0;786;0;173;959;959;712;0;1671;472;0;38;0;0;0;0;0;173000
1169;120;13728;0;626;0;501;1127;1236;872;0;2108;540;0;0;0;0;90;0;0;235000
1170;118;35760;1378;1387;0;543;1930;1831;1796;0;3627;807;361;76;0;0;0;0;0;625000
1171;76;9880;0;522;0;574;1096;1118;0;0;1118;358;203;0;0;0;0;576;0;171000
1172;76;9120;0;662;0;599;1261;1261;0;0;1261;433;0;0;0;0;288;0;1400;163000
1173;35;4017;0;0;0;625;625;625;625;0;1250;625;0;54;0;0;0;0;0;171900
1174;138;18030;0;152;469;977;1598;1636;971;479;3086;0;122;0;0;0;0;0;0;200500
1175;80;16560;0;503;0;449;952;1170;1175;0;2345;360;0;0;0;0;0;0;0;239000
1176;85;10678;337;700;0;983;1683;2129;743;0;2872;541;0;33;0;0;0;0;0;285000
1177;37;6951;0;658;0;218;876;923;0;0;923;264;362;0;0;0;0;0;0;119500
1178;NA;3950;0;468;0;350;818;818;406;0;1224;210;0;0;116;0;0;0;0;115000
1179;54;7681;0;0;0;731;731;820;523;0;1343;186;192;0;102;0;0;0;0;154900
1180;77;8335;0;0;0;0;0;1124;0;0;1124;0;0;36;190;0;0;0;0;93000
